id,name,schema,object_type,source_project,medallion_layer,classification,overall_score,sql_dialect,procedural_logic,ssis_control_flow,ssis_data_flow,dependency_criticality,ordering_constraints,data_type_risk,performance_risk,security_risk,operational_scheduling,testing_complexity,rollback_complexity,direct_dependents,transitive_dependents,top_risk_factors,recommended_test_depth
OLTP:WebApi.UpdateSalesOrderFromJson,UpdateSalesOrderFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateSpecialDealFromJson,UpdateSpecialDealFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateStockItemFromJson,UpdateStockItemFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateSupplierFromJson,UpdateSupplierFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateSupplierTransactionFromJson,UpdateSupplierTransactionFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Application.Configuration_PopulateLargeSaleTable,Configuration_PopulateLargeSaleTable,Application,PROCEDURE,DW,SILVER,REWRITE_REQUIRED,0.67,1,4,0,0,0,0,0,0,2,0,1,0,0,0,TOP\s*\((+1); WHILE(+3); RAISERROR(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Dimension.Customer,Customer,Dimension,TABLE,DW,SILVER,REWRITE_REQUIRED,0.67,0,0,0,0,4,0,0,0,0,0,1,3,7,39,fan_in=7(high); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Dimension.Employee,Employee,Dimension,TABLE,DW,SILVER,REWRITE_REQUIRED,0.67,0,0,0,0,4,0,0,0,0,0,1,3,5,33,fan_in=5(high); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Dimension.Stock,Stock,Dimension,TABLE,DW,SILVER,REWRITE_REQUIRED,0.67,0,0,0,0,4,0,0,0,0,0,1,3,6,41,fan_in=6(high); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Dimension.Supplier,Supplier,Dimension,TABLE,DW,SILVER,REWRITE_REQUIRED,0.67,0,0,0,0,4,0,0,0,0,0,1,3,4,35,fan_in=4(high); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.AddStockItems,AddStockItems,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.58,0,1,0,0,1,1,0,0,0,0,1,3,1,4,RAISERROR(+1); fan_in=1(low); fan_out=7(broad_upstream_reads); derived_avg=0.8; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Purchasing.SupplierTransactions,SupplierTransactions,Purchasing,TABLE,OLTP,BRONZE,REWRITE_REQUIRED,0.58,0,0,0,0,4,0,0,2,0,0,1,0,6,10,fan_in=6(high); PARTITIONED(+2); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Warehouse.StockItemTransactions,StockItemTransactions,Warehouse,TABLE,OLTP,BRONZE,REWRITE_REQUIRED,0.58,0,0,0,0,4,0,0,2,0,0,1,0,7,13,fan_in=7(high); COLUMNSTORE(+2); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.SearchForStockItems,SearchForStockItems,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.58,5,0,0,0,0,0,0,0,2,0,0,0,0,0,FOR\s+XML(+3); OPENJSON(+4); APPLY(+3); TOP\s*\((+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateBuyingGroupFromJson,UpdateBuyingGroupFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateCityFromJson,UpdateCityFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateColorFromJson,UpdateColorFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateCountryFromJson,UpdateCountryFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateCustomerCategoryFromJson,UpdateCustomerCategoryFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateDeliveryMethodFromJson,UpdateDeliveryMethodFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdatePackageTypeFromJson,UpdatePackageTypeFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdatePaymentMethodFromJson,UpdatePaymentMethodFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateStateProvinceFromJson,UpdateStateProvinceFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateStockGroupFromJson,UpdateStockGroupFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateSupplierCategoryFromJson,UpdateSupplierCategoryFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.UpdateTransactionTypeFromJson,UpdateTransactionTypeFromJson,WebApi,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.58,4,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Website.CalculateCustomerPrice,CalculateCustomerPrice,Website,SCALAR_FUNCTION,OLTP,SILVER,REWRITE_REQUIRED,0.58,0,0,0,0,4,0,0,0,2,0,1,0,4,10,fan_in=4(high); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Fact.Purchase,Purchase,Fact,TABLE,DW,GOLD,MANUAL_REDESIGN,0.58,1,0,0,0,2,0,0,4,0,0,0,0,2,24,IDENTITY\s*\((+1); fan_in=2(moderate); COLUMNSTORE(+2); PARTITIONED(+2); derived_avg=0.3,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Fact.Sale,Sale,Fact,TABLE,DW,GOLD,MANUAL_REDESIGN,0.58,1,0,0,0,2,0,0,4,0,0,0,0,3,25,IDENTITY\s*\((+1); fan_in=3(moderate); COLUMNSTORE(+2); PARTITIONED(+2); derived_avg=0.3,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Extract Updated City Data to Staging,Extract Updated City Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Customer Data to Staging,Extract Updated Customer Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Employee Data to Staging,Extract Updated Employee Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Movement Data to Staging,Extract Updated Movement Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Order Data to Staging,Extract Updated Order Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Payment Method Data to Staging,Extract Updated Payment Method Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Purchase Data to Staging,Extract Updated Purchase Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Sale Data to Staging,Extract Updated Sale Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract All Stock Holding Data to Staging,Extract All Stock Holding Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Stock Item Data to Staging,Extract Updated Stock Item Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Supplier Data to Staging,Extract Updated Supplier Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Transaction Data to Staging,Extract Updated Transaction Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,21,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Extract Updated Transaction Type Data to Staging,Extract Updated Transaction Type Data to Staging,Integration,SSIS_DATA_FLOW,SSIS,BRONZE,PARTIAL_AUTOMATION,0.58,0,0,0,3,1,0,0,1,0,1,1,0,1,16,data_flow_pipeline_to_pyspark(+2); components=2(+1); fan_in=1(low); single_threaded_dataflow_vs_distributed_spark(+1); task_becomes_workflow_task(+1); derived_avg=0.7,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.CreateRoleIfNonexistent,CreateRoleIfNonexistent,Application,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.5,0,1,0,0,0,0,1,0,4,0,0,0,0,0,RAISERROR(+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); CREATE\s+ROLE(+2); derived_avg=0.3,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Application.SystemParameters,SystemParameters,Application,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,geography(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:DataLoadSimulation.GetCityLocation,GetCityLocation,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,geography(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:DataLoadSimulation.GetRandomCustomer,GetRandomCustomer,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,5,TOP\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.PerformStocktake,PerformStocktake,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.5,1,3,0,0,1,0,0,0,0,0,1,0,1,4,TOP\s*\((+1); WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Sales.Invoices,Invoices,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,5,0,0,0,0,0,1,0,14,16,fan_in=14(critical); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Sales.Orders,Orders,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,5,0,0,0,0,0,1,0,16,15,fan_in=16(critical); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Warehouse.StockItemHoldings,StockItemHoldings,Warehouse,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,5,0,0,0,0,0,1,0,11,19,fan_in=11(critical); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.StateProvinces,StateProvinces,WebApi,VIEW,OLTP,SILVER,MANUAL_REDESIGN,0.5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,geometry(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Website.SearchForCustomers,SearchForCustomers,Website,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,FOR\s+XML(+3); TOP\s*\((+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Website.SearchForStockItems,SearchForStockItems,Website,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,FOR\s+XML(+3); TOP\s*\((+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Website.SearchForStockItemsByTags,SearchForStockItemsByTags,Website,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,FOR\s+XML(+3); TOP\s*\((+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
DW:Dimension.Payment,Payment,Dimension,TABLE,DW,SILVER,PARTIAL_AUTOMATION,0.5,0,0,0,0,2,0,0,0,0,0,1,3,2,29,fan_in=2(moderate); derived_avg=0.8; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Dimension.Transaction,Transaction,Dimension,TABLE,DW,SILVER,PARTIAL_AUTOMATION,0.5,0,0,0,0,2,0,0,0,0,0,1,3,3,32,fan_in=3(moderate); derived_avg=0.8; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Fact.Order,Order,Fact,TABLE,DW,GOLD,MANUAL_REDESIGN,0.5,1,0,0,0,1,0,0,4,0,0,0,0,1,24,IDENTITY\s*\((+1); fan_in=1(low); COLUMNSTORE(+2); PARTITIONED(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Integration.Customer_Staging,Customer_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Employee_Staging,Employee_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Lineage,Lineage,Integration,TABLE,DW,BRONZE,MANUAL_REDESIGN,0.5,0,0,0,0,5,0,0,0,0,0,1,0,15,76,fan_in=15(critical); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Integration.PaymentMethod_Staging,PaymentMethod_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.StockItem_Staging,StockItem_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Supplier_Staging,Supplier_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.TransactionType_Staging,TransactionType_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,1,0,0,0,1,0,0,0,0,0,1,3,1,19,IDENTITY\s*\((+1); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Sequences.ReseedSequenceBeyondTableValues,ReseedSequenceBeyondTableValues,Sequences,PROCEDURE,DW,BRONZE,PARTIAL_AUTOMATION,0.5,0,2,0,0,2,0,1,0,0,0,1,0,2,6,#\w+(+2); fan_in=2(moderate); nvarchar\(max\)(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
